semantic_pattern,syntactic_key,display_path,example,path_len,title,subject,object
故障 → 表现出 → 信号,nn->nn->nsubj->root->dep->dobj->nummod->clf->nn,飞机(nn) — 发动机(nn) — 故障(nsubj) — 表现(root) — 表征(dep) — 信号(dobj) — 多(nummod) — 种(clf) — 特征(nn),[飞机发动机故障] → [多种特征信号],9,飞机发动机故障的多参数预测模型,飞机发动机故障,多种特征信号
信号 → 反映 → 故障,nn->dobj->dep->root->nsubj->nn->nn,特征(nn) — 信号(dobj) — 表征(dep) — 表现(root) — 故障(nsubj) — 飞机(nn) — 发动机(nn),[特征信号] → [飞机发动机故障],7,飞机发动机故障的多参数预测模型,特征信号,飞机发动机故障
信号 → 反映 → 故障,amod->dobj->ccomp->root->root->nsubj->assmod,特征(amod) — 参数(dobj) — 考虑(ccomp) — 存在(root) — 具有(root) — 预测(nsubj) — 故障(assmod),[特征信号] → [不同的故障],7,飞机操纵面故障的多参数预测模型,特征信号,不同的故障
数据 → 提供 → 信息,nn->dobj->pccomp->prep->conj->nsubj,特征(nn) — 参数(dobj) — 考虑(pccomp) — 由于(prep) — 使得(conj) — 预测(nsubj),[特征参数时间序列] → [预测信息],6,飞机发动机故障的多参数预测模型,特征参数时间序列,预测信息
验证 → 表明 → 结论,nn->nn->nsubj->root->root->conj->dobj->assmod->assm,仿真(nn) — 验证(nn) — 结果(nsubj) — 表明(root) — 表现(root) — 使得(conj) — 准确性(dobj) — 预测(assmod) — 的(assm),[仿真验证结果] → [多参数预测模型具有较高的预测准确性],9,飞机发动机故障的多参数预测模型,仿真验证结果,多参数预测模型具有较高的预测准确性
系统 → 是核心部分 → 系统,nn->nn->nn->top->root->attr->assmod->nn->nn,开关(nn) — 磁阻(nn) — 发电(nn) — 系统(top) — 是(root) — 部分(attr) — 系统(assmod) — 飞机(nn) — 供电(nn),[开关磁阻发电系统] → [飞机供电系统],9,飞机开关磁阻发电系统故障推理模型研究,开关磁阻发电系统,飞机供电系统
软件 → 用于 → 方法,nn->dobj->conj->conj->dobj->nn,MATLAB(nn) — 软件(dobj) — 利用(conj) — 进行(conj) — 分析(dobj) — 仿真(nn),[MATLAB软件] → [仿真分析],6,飞机开关磁阻发电系统故障推理模型研究,MATLAB软件,仿真分析
方法 → 针对 → 故障,nn->dobj->conj->prep->pobj->nn->nn->nn->amod->nn,仿真(nn) — 分析(dobj) — 进行(conj) — 对(prep) — 故障(pobj) — 开关(nn) — 磁阻(nn) — 发电机(nn) — 典型(amod) — 电气(nn),[仿真分析] → [开关磁阻发电机典型电气故障],10,飞机开关磁阻发电系统故障推理模型研究,仿真分析,开关磁阻发电机典型电气故障
模块 → 解决 → 问题,nn->dobj->conj->conj->dobj->nn,记忆(nn) — 模块(dobj) — 引入(conj) — 解决(conj) — 问题(dobj) — 代数环(nn),[记忆模块] → [代数环问题],6,飞机开关磁阻发电系统故障推理模型研究,记忆模块,代数环问题
算法 → 分解 → 信号,nn->dobj->root->root->conj->conj->prep->pobj->nn,EMD(nn) — 算法(dobj) — 利用(root) — 是(root) — 利用(conj) — 进行(conj) — 对(prep) — 故障(pobj) — 发电机(nn),[EMD算法] → [发电机输出电压信号],9,飞机开关磁阻发电系统故障推理模型研究,EMD算法,发电机输出电压信号
特征量 → 训练 → Model,det->clf->nn->assm->assmod->assmod->nsubj->conj->dobj->nn,各(det) — 层(clf) — 频率(nn) — 的(assm) — 后(assmod) — 信号(assmod) — 标准差(nsubj) — 作为(conj) — 网络(dobj) — 神经(nn),[各层频率信号的标准差] → [神经网络],10,飞机开关磁阻发电系统故障推理模型研究,各层频率信号的标准差,神经网络
Model → 生成 → Model,nn->dobj->conj->root->root->conj->prep->pccomp->conj->dobj->assmod->nn->nn,神经(nn) — 网络(dobj) — 作为(conj) — 利用(root) — 是(root) — 利用(conj) — 为了(prep) — 研究(pccomp) — 减少(conj) — 参数(dobj) — 模型(assmod) — 故障(nn) — 推理(nn),[神经网络] → [故障推理模型],13,飞机开关磁阻发电系统故障推理模型研究,神经网络,故障推理模型
Model → 减少 → 参数,nn->nn->assmod->dobj->nn,故障(nn) — 推理(nn) — 模型(assmod) — 参数(dobj) — 检测(nn),[故障推理模型] → [检测参数],5,飞机开关磁阻发电系统故障推理模型研究,故障推理模型,检测参数
Model → 测量 → 参数,nn->nn->assmod->dobj->conj->pccomp->prep->conj->root->root->nsubj->nn->nn,故障(nn) — 推理(nn) — 模型(assmod) — 参数(dobj) — 减少(conj) — 研究(pccomp) — 为了(prep) — 利用(conj) — 是(root) — 利用(root) — 信号(nsubj) — 输出(nn) — 电压(nn),[故障推理模型] → [输出电压],13,飞机开关磁阻发电系统故障推理模型研究,故障推理模型,输出电压
Model → 奠定基础 → Model,nn->nn->assmod->dobj->conj->pccomp->prep->conj->root->top->nn->nn->nn,故障(nn) — 推理(nn) — 模型(assmod) — 参数(dobj) — 减少(conj) — 研究(pccomp) — 为了(prep) — 利用(conj) — 是(root) — 系统(top) — 开关(nn) — 磁阻(nn) — 发电(nn),[故障推理模型] → [开关磁阻发电系统故障预测模型],13,飞机开关磁阻发电系统故障推理模型研究,故障推理模型,开关磁阻发电系统故障预测模型
Model → 奠定基础 → 系统,nn->nn->assmod->dobj->conj->pccomp->dobj->nn->nn->nn->nn->nn,故障(nn) — 推理(nn) — 模型(assmod) — 参数(dobj) — 减少(conj) — 研究(pccomp) — 技术(dobj) — 系统(nn) — 飞机(nn) — 供电(nn) — 健康(nn) — 管理(nn),[故障推理模型] → [飞机供电系统健康管理系统],12,飞机开关磁阻发电系统故障推理模型研究,故障推理模型,飞机供电系统健康管理系统
参数 → 用于 → 应用,assmod->assm->nn->dobj->top->conj->dobj->nn->conj,飞机(assmod) — 的(assm) — 性能(nn) — 参数(dobj) — 利用(top) — 进行(conj) — 监控(dobj) — 故障(nn) — 预报(conj),[飞机性能参数] → [故障预报],9,飞机性能参数预测的不确定性处理,飞机性能参数,故障预报
参数 → 用于 → 应用,assmod->assm->nn->dobj->top->conj->dobj->nn,飞机(assmod) — 的(assm) — 性能(nn) — 参数(dobj) — 利用(top) — 进行(conj) — 监控(dobj) — 状态(nn),[飞机性能参数] → [状态监控],8,飞机性能参数预测的不确定性处理,飞机性能参数,状态监控
参数 → 包含 → 问题,assmod->assm->nn->dobj->top->root->root->conj->dobj,飞机(assmod) — 的(assm) — 性能(nn) — 参数(dobj) — 利用(top) — 重要(root) — 具有(root) — 包含(conj) — 噪声(dobj),[飞机性能参数] → [噪声],9,飞机性能参数预测的不确定性处理,飞机性能参数,噪声
方法 → 处理 → 任务,dobj->root->root->top->dobj->assmod->assm->nn,非线性(dobj) — 具有(root) — 重要(root) — 利用(top) — 参数(dobj) — 飞机(assmod) — 的(assm) — 性能(nn),[非线性支持向量机] → [飞机性能参数预测],8,飞机性能参数预测的不确定性处理,非线性支持向量机,飞机性能参数预测
方法 → 通过增加 → 技术,dobj->root->root->dep->prep->pobj->rcmod->dobj->amod,非线性(dobj) — 具有(root) — 研究(root) — 解决(dep) — 通过(prep) — 方式(pobj) — 增加(rcmod) — 约束(dobj) — 线性(amod),[非线性支持向量机] → [线性约束],9,飞机性能参数预测的不确定性处理,非线性支持向量机,线性约束
方法 → 利用 → 算法,dobj->root->root->conj->dobj->nn->advmod->amod->nn,非线性(dobj) — 具有(root) — 提高(root) — 利用(conj) — 算法(dobj) — 序列(nn) — 最(advmod) — 小(amod) — 最优化(nn),[非线性支持向量机] → [序列最小最优化算法],9,飞机性能参数预测的不确定性处理,非线性支持向量机,序列最小最优化算法
算法 → 用于处理 → 问题,nn->advmod->amod->nn->dobj->rcmod->ccomp->dobj->amod->nn->amod,序列(nn) — 最(advmod) — 小(amod) — 最优化(nn) — 算法(dobj) — 适用于(rcmod) — 处理(ccomp) — 规划(dobj) — 大(amod) — 规模(nn) — 二次(amod),[序列最小最优化算法] → [大规模二次规划],11,飞机性能参数预测的不确定性处理,序列最小最优化算法,大规模二次规划
数据 → 用于验证 → 方法,amod->conj->dobj->root->root->dobj,仿真(amod) — 数据(conj) — 参数(dobj) — 利用(root) — 具有(root) — 非线性(dobj),[仿真数据] → [非线性支持向量机],6,飞机性能参数预测的不确定性处理,仿真数据,非线性支持向量机
故障 → 表征出 → 信号,nn->assmod->nsubj->root->root->ccomp->dobj->amod,操纵面(nn) — 故障(assmod) — 预测(nsubj) — 具有(root) — 存在(root) — 考虑(ccomp) — 参数(dobj) — 特征(amod),[操纵面故障] → [多种特征信号],8,飞机操纵面故障的多参数预测模型,操纵面故障,多种特征信号
Model → 增加 → Performance Metric,nsubj->assmod->assm->amod,预测(nsubj) — 故障(assmod) — 的(assm) — 准确(amod),[多参数预测模型] → [预测的准确性],4,飞机操纵面故障的多参数预测模型,多参数预测模型,预测的准确性
Model → 应用于 → 任务,nsubj->assmod->nn,预测(nsubj) — 故障(assmod) — 操纵面(nn),[多参数预测模型] → [飞机操纵面故障预测],3,飞机操纵面故障的多参数预测模型,多参数预测模型,飞机操纵面故障预测
方法 → 存在不足 → 问题,assmod->nsubj->root->prep,故障(assmod) — 预测(nsubj) — 具有(root) — 对(prep),[现有故障预测方法] → [缺乏对各特征参数的统一考虑],4,飞机操纵面故障的多参数预测模型,现有故障预测方法,缺乏对各特征参数的统一考虑
技术 → 关联 → 维修策略,nn->conj->assmod->conj->nn->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 维修(conj) — 视(nn) — 情(nn),[故障预测与健康管理] → [视情维修],6,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,视情维修
技术 → 关联 → 后勤策略,nn->conj->assmod->amod,故障(nn) — 预测(conj) — 后勤(assmod) — 自主(amod),[故障预测与健康管理] → [自主后勤],4,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,自主后勤
维修策略 → 关联 → 后勤策略,nn->nn->conj->assmod->amod,视(nn) — 情(nn) — 维修(conj) — 后勤(assmod) — 自主(amod),[视情维修] → [自主后勤],5,飞机故障预测与健康管理应用模式研究,视情维修,自主后勤
技术 → 具有 → 应用模式,nn->conj->assmod->dobj->dep->root->root->dobj->nn->prnmod->punct->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 提出(root) — 模式(dobj) — 管理(nn) — PHM(prnmod) — )(punct) — 应用(nn),[故障预测与健康管理] → [PHM应用模式],12,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,PHM应用模式
技术 → 具有 → 发展趋势,nn->conj->assmod->dobj->dep->root->root->conj->dobj->assmod->assm->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 提出(root) — 指出(conj) — 趋势(dobj) — PHM(assmod) — 的(assm) — 发展(nn),[故障预测与健康管理] → [PHM发展趋势],12,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,PHM发展趋势
系统框架 → 用于实现 → 技术,nn->conj,故障(nn) — 预测(conj),[飞机故障预测与健康管理(PHM)系统框架] → [故障预测与健康管理],2,飞机故障预测与健康管理应用模式研究,飞机故障预测与健康管理(PHM)系统框架,故障预测与健康管理
技术 → 用于构建 → 系统,nn->dobj->conj->root->root->dep->dobj->assmod->cc->amod,物联网(nn) — 技术(dobj) — 运用(conj) — 设计(root) — 进行(root) — 描述(dep) — 关系(dobj) — 后勤(assmod) — 和(cc) — 自主(amod),[物联网技术] → [自主保障系统],10,飞机故障预测与健康管理应用模式研究,物联网技术,自主保障系统
系统 → 提升 → 能力,amod->cc->assmod->dobj->dep->root->prep->pobj->assmod->nn,自主(amod) — 和(cc) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 针对(prep) — 不足(pobj) — 机制(assmod) — 飞机(nn),[自主保障系统] → [飞机自主保障能力],10,飞机故障预测与健康管理应用模式研究,自主保障系统,飞机自主保障能力
技术 → 关联 → 管理策略,nn->conj->assmod->dobj->dep->root->root->dobj->assmod->lobj->cc->det->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 论证(root) — 关系(dobj) — 之间(assmod) — 支持(lobj) — 与(cc) — 全(det) — 寿命(nn),[故障预测与健康管理] → [持续采办与全寿命支持(CALS)],13,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,持续采办与全寿命支持(CALS)
技术 → 提供支持 → 活动,nn->conj->assmod->dobj->dep->root->root->dep->prep->pobj->nn->conj,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 论证(root) — 提供(dep) — 为(prep) — 支持(pobj) — 装备(nn) — 采购(conj),[故障预测与健康管理] → [装备采购],12,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,装备采购
技术 → 提供支持 → 活动,nn->conj->assmod->dobj->dep->root->root->dobj->assmod->lobj->det->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 论证(root) — 关系(dobj) — 之间(assmod) — 支持(lobj) — 全(det) — 寿命(nn),[故障预测与健康管理] → [全寿命支持],12,飞机故障预测与健康管理应用模式研究,故障预测与健康管理,全寿命支持
体系结构 → 解决 → 问题,nn->nn->dobj->root->prep->pobj->nn->nn->nn,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 困难(nn) — 维修(nn) — 保障(nn),[PHM体系结构] → [维修保障困难],9,飞机故障预测与健康管理框架研究,PHM体系结构,维修保障困难
体系结构 → 基于 → 研究背景,nn->nn->dobj->root->conj->prep->pobj->assmod->amod,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 为(conj) — 以(prep) — 研究(pobj) — 飞机(assmod) — 新型(amod),[PHM体系结构] → [新型飞机],9,飞机故障预测与健康管理框架研究,PHM体系结构,新型飞机
体系结构 → 结合 → 系统,nn->nn->dobj->root->conj->dep->dobj->amod,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 为(conj) — 结合(dep) — 系统(dobj) — 关键(amod),[PHM体系结构] → [关键系统],8,飞机故障预测与健康管理框架研究,PHM体系结构,关键系统
体系结构 → 包含 → 组成部分,nn->nn->dobj->root->conj->dep->dobj->conj->nn->nn,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 为(conj) — 包含(dep) — 实现(dobj) — 设计(conj) — 体系(nn) — 结构(nn),[PHM体系结构] → [体系结构设计],10,飞机故障预测与健康管理框架研究,PHM体系结构,体系结构设计
体系结构 → 包含 → 组成部分,nn->nn->dobj->root->conj->dep->dobj->nn,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 为(conj) — 包含(dep) — 实现(dobj) — 技术(nn),[PHM体系结构] → [技术实现],8,飞机故障预测与健康管理框架研究,PHM体系结构,技术实现
体系结构 → 满足 → 要求,nn->nn->dobj->root->conj->ccomp->dobj->rcmod,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 要求(dobj) — 标准化(rcmod),[PHM体系结构] → [标准化要求],8,飞机故障预测与健康管理框架研究,PHM体系结构,标准化要求
体系结构 → 满足 → 要求,nn->nn->dobj->root->conj->ccomp->dobj->rcmod->punct->conj,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 要求(dobj) — 标准化(rcmod) — 、(punct) — 层次化(conj),[PHM体系结构] → [层次化要求],10,飞机故障预测与健康管理框架研究,PHM体系结构,层次化要求
体系结构 → 满足 → 要求,nn->nn->dobj->root->conj->ccomp->dobj->rcmod->punct->conj,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 要求(dobj) — 标准化(rcmod) — 、(punct) — 可进化(conj),[PHM体系结构] → [可进化要求],10,飞机故障预测与健康管理框架研究,PHM体系结构,可进化要求
体系结构 → 满足 → 要求,nn->nn->dobj->root->conj->ccomp->dobj->rcmod->dep->cpm,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 要求(dobj) — 标准化(rcmod) — 开放性(dep) — 的(cpm),[PHM体系结构] → [开放性要求],10,飞机故障预测与健康管理框架研究,PHM体系结构,开放性要求
体系结构 → 降低 → 成本,nn->nn->dobj->root->conj->ccomp->conj->dobj->nn->conj,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 降低(conj) — 难度(dobj) — 维护(nn) — 费用(conj),[PHM体系结构] → [维护费用],10,飞机故障预测与健康管理框架研究,PHM体系结构,维护费用
体系结构 → 降低 → 难度,nn->nn->dobj->root->conj->ccomp->conj->dobj->assmod->assm->nn,PHM(nn) — 体系(nn) — 结构(dobj) — 提出(root) — 表明(conj) — 满足(ccomp) — 降低(conj) — 难度(dobj) — 飞机(assmod) — 的(assm) — 维护(nn),[PHM体系结构] → [维护难度],11,飞机故障预测与健康管理框架研究,PHM体系结构,维护难度
部件 → 具有 → 状态,nn->nn->nn->prnmod->dep->root->top->dobj->nn,飞机(nn) — 机电(nn) — 系统(nn) — 部件(prnmod) — 部件(dep) — 是(root) — 处于(top) — 状态(dobj) — 健康(nn),[飞机机电系统部件] → [健康状态],9,飞机机电系统部件数据驱动健康状态在线估计方法综述,飞机机电系统部件,健康状态
状态 → 保障 → 目标,nn->dobj->top->root->attr->rcmod->advmod,健康(nn) — 状态(dobj) — 处于(top) — 是(root) — 前提(attr) — 运行(rcmod) — 安全(advmod),[健康状态] → [安全运行],7,飞机机电系统部件数据驱动健康状态在线估计方法综述,健康状态,安全运行
状态 → 保障 → 目标,nn->dobj->top->root->dep->assmod->nn,健康(nn) — 状态(dobj) — 处于(top) — 是(root) — 部件(dep) — 系统(assmod) — 飞机(nn),[健康状态] → [飞机正常飞行],7,飞机机电系统部件数据驱动健康状态在线估计方法综述,健康状态,飞机正常飞行
状态 → 保障 → 目标,nn->dobj->top->root->attr->rcmod->advmod,健康(nn) — 状态(dobj) — 处于(top) — 是(root) — 前提(attr) — 运行(rcmod) — 安全(advmod),[健康状态] → [成员安全],7,飞机机电系统部件数据驱动健康状态在线估计方法综述,健康状态,成员安全
方法 → 支撑 → 维修策略,punct->nn->nn->nn->prnmod->dep->root->root->dobj->nn,((punct) — 飞机(nn) — 机电(nn) — 系统(nn) — 部件(prnmod) — 部件(dep) — 是(root) — 支撑(root) — 维修(dobj) — 视情(nn),[飞机机电系统部件健康状态在线估计] → [视情维修],10,飞机机电系统部件数据驱动健康状态在线估计方法综述,飞机机电系统部件健康状态在线估计,视情维修
方法 → 提供 → 功能,punct->nn->nn->nn->prnmod->dep->root->root->dobj->nn,((punct) — 飞机(nn) — 机电(nn) — 系统(nn) — 部件(prnmod) — 部件(dep) — 是(root) — 提供(root) — 参考(dobj) — 决策(nn),[飞机机电系统部件健康状态在线估计] → [决策参考],10,飞机机电系统部件数据驱动健康状态在线估计方法综述,飞机机电系统部件健康状态在线估计,决策参考
功能 → 用于 → 任务,nn->dobj->root->root->prep->pccomp,决策(nn) — 参考(dobj) — 提供(root) — 具有(root) — 对于(prep) — 保障(pccomp),[决策参考] → [飞行任务保障],6,飞机机电系统部件数据驱动健康状态在线估计方法综述,决策参考,飞行任务保障
部件 → 包含 → 部件,nn->nn->nn->prnmod->dep->assmod->nn,飞机(nn) — 机电(nn) — 系统(nn) — 部件(prnmod) — 部件(dep) — 系统(assmod) — 机电(nn),[飞机机电系统部件] → [机电作动器],7,飞机机电系统部件数据驱动健康状态在线估计方法综述,飞机机电系统部件,机电作动器
部件 → 包含 → 部件,nn->nn->nn->prnmod->dep->root->root->prep->pobj->nn->nn,飞机(nn) — 机电(nn) — 系统(nn) — 部件(prnmod) — 部件(dep) — 是(root) — 为(root) — 以(prep) — 装置(pobj) — 辅助(nn) — 动力(nn),[飞机机电系统部件] → [辅助动力装置],11,飞机机电系统部件数据驱动健康状态在线估计方法综述,飞机机电系统部件,辅助动力装置
系统 → 提出 → 方案,nn->nn->nn->conj->assmod->dobj->nn->nn->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 体系(nn) — 结构(nn) — 总体(nn),[飞机液压泵源预测与健康管理系统] → [体系结构总体方案],9,飞机液压泵源预测与健康管理系统,飞机液压泵源预测与健康管理系统,体系结构总体方案
子系统 → 基于 → 技术/组件,amod->nn->nn->nn->nn->conj->nn->pobj->prep->conj->root->conj->prep->pobj->nn->nn,机载(amod) — 液压(nn) — 泵源(nn) — 健康(nn) — 监测(nn) — 系统(conj) — 系统(nn) — 技术(pobj) — 对(prep) — 进行(conj) — 提出(root) — 设计(conj) — 基于(prep) — 处理器(pobj) — 数字(nn) — 信号(nn),[机载液压泵源健康监测系统] → [数字信号处理器],16,飞机液压泵源预测与健康管理系统,机载液压泵源健康监测系统,数字信号处理器
系统 → 采用 → 算法,nn->nn->nn->conj->assmod->dobj->root->conj->dobj->nn->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 给出(conj) — 算法(dobj) — 故障(nn) — 诊断(nn),[飞机液压泵源预测与健康管理系统] → [故障诊断算法],11,飞机液压泵源预测与健康管理系统,飞机液压泵源预测与健康管理系统,故障诊断算法
系统 → 用于 → 应用,nn->nn->nn->conj->assmod->dobj->root->dep->prep->pobj->nn->amod->nn->nn->nn->conj,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 提供(dep) — 为(prep) — 保障(pobj) — 系统(nn) — 典型(amod) — 液压(nn) — 泵源(nn) — 故障(nn) — 预测(conj),[飞机液压泵源预测与健康管理系统] → [典型液压泵源系统故障预测],16,飞机液压泵源预测与健康管理系统,飞机液压泵源预测与健康管理系统,典型液压泵源系统故障预测
系统 → 用于 → 应用,nn->nn->nn->conj->assmod->dobj->root->dep->prep->pobj->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 提供(dep) — 为(prep) — 保障(pobj) — 后勤(nn),[飞机液压泵源预测与健康管理系统] → [后勤保障],11,飞机液压泵源预测与健康管理系统,飞机液压泵源预测与健康管理系统,后勤保障
子系统 → 包含 → 数据库,nn->nn->nn->nn->pobj->prep->conj->root->conj->dobj->nn->nn->nn,地面(nn) — 维护(nn) — 管理(nn) — 系统(nn) — 技术(pobj) — 对(prep) — 进行(conj) — 提出(root) — 设计(conj) — 数据库(dobj) — 地面(nn) — 维护(nn) — 管理(nn),[地面维护管理系统] → [地面维护管理数据库],13,飞机液压泵源预测与健康管理系统,地面维护管理系统,地面维护管理数据库
系统 → 管理 → 被监测对象,nn->nn->nn->conj->assmod->dobj->root->prep->pobj->nn->nn->nn->nn,飞机(nn) — 液压(nn) — 泵源(nn) — 预测(conj) — 系统(assmod) — 方案(dobj) — 提出(root) — 针对(prep) — 要求(pobj) — 系统(nn) — 飞机(nn) — 液压(nn) — 泵源(nn),[飞机液压泵源预测与健康管理系统] → [飞机液压泵源系统],13,飞机液压泵源预测与健康管理系统,飞机液压泵源预测与健康管理系统,飞机液压泵源系统
系统 → 影响 → 属性,nn->nn->nsubj->root->prep->pobj->assmod->assm,飞机(nn) — 燃油(nn) — 系统(nsubj) — 有(root) — 对(prep) — 安全性(pobj) — 飞机(assmod) — 的(assm),[飞机燃油系统] → [飞机安全性],8,飞机燃油供油系统性能退化与故障预测,飞机燃油系统,飞机安全性
系统 → 影响 → 属性,nsubj->root->dep->dobj->nn,起落架(nsubj) — 收放(root) — 威胁(dep) — 安全(dobj) — 飞行(nn),[起落架收放系统] → [飞行安全],5,飞机起落架液压收放系统多故障仿真与健康评估,起落架收放系统,飞行安全
技术 → 保证 → 状态,nn->nn->dobj->dep->root->root->nsubj->nn,健康(nn) — 管理(nn) — 技术(dobj) — 应用(dep) — 达到(root) — 有(root) — 系统(nsubj) — 飞机(nn),[健康管理技术] → [飞机飞行安全],8,飞机燃油供油系统性能退化与故障预测,健康管理技术,飞机飞行安全
故障原因 → 导致 → 状态,nn->nn->nsubj->pccomp->prep->rcmod->ccomp->nsubj,供油(nn) — 增压泵(nn) — 叶片(nsubj) — 磨损(pccomp) — 因(prep) — 导致(rcmod) — 退化(ccomp) — 性能(nsubj),[供油增压泵叶片磨损] → [性能退化],8,飞机燃油供油系统性能退化与故障预测,供油增压泵叶片磨损,性能退化
状态 → 发生在 → 子系统,nsubj->ccomp->rcmod->dobj->root->root->nsubj->nn->nn,性能(nsubj) — 退化(ccomp) — 导致(rcmod) — 过程(dobj) — 研究(root) — 有(root) — 系统(nsubj) — 飞机(nn) — 燃油(nn),[性能退化] → [飞机燃油供油系统],9,飞机燃油供油系统性能退化与故障预测,性能退化,飞机燃油供油系统
软件工具 → 用于建立 → Model,dobj->dep->conj->dobj->nn->nn,Simulink(dobj) — 利用(dep) — 建立(conj) — 模型(dobj) — 性能(nn) — 退化(nn),[Simulink] → [性能退化模型],6,飞机燃油供油系统性能退化与故障预测,Simulink,性能退化模型
Model → 仿真 → 过程,nn->nn->dobj->conj->dep->conj->dobj->nn->nn,性能(nn) — 退化(nn) — 模型(dobj) — 建立(conj) — 利用(dep) — 仿真(conj) — 历程(dobj) — 性能(nn) — 退化(nn),[性能退化模型] → [性能退化历程],9,飞机燃油供油系统性能退化与故障预测,性能退化模型,性能退化历程
子系统 → 具有 → 指标,nn->nn->nsubj->root->root->dep->dobj->nn,飞机(nn) — 燃油(nn) — 系统(nsubj) — 有(root) — 达到(root) — 应用(dep) — 技术(dobj) — 健康(nn),[飞机燃油供油系统] → [健康状态指数],8,飞机燃油供油系统性能退化与故障预测,飞机燃油供油系统,健康状态指数
任务 → 属于 → 技术领域,nn->dobj->conj->conj->root->root->dep->dobj->nn->nn,故障(nn) — 预测(dobj) — 进行(conj) — 利用(conj) — 给出(root) — 达到(root) — 应用(dep) — 技术(dobj) — 健康(nn) — 管理(nn),[故障预测] → [健康管理],10,飞机燃油供油系统性能退化与故障预测,故障预测,健康管理
系统架构 → 基于 → 标准架构,nummod->cpm->nn->nn->dobj->rcmod->dobj->dep->root->prep->pobj->nn,多(nummod) — 的(cpm) — 飞机(nn) — 电源(nn) — Agent(dobj) — 基于(rcmod) — 模型(dobj) — 提出(dep) — 为(root) — 以(prep) — 模型(pobj) — OSA-CBM(nn),[多Agent飞机电源PHM系统架构] → [OSA-CBM模型],12,飞机电源多Agent预测与健康管理系统研究,多Agent飞机电源PHM系统架构,OSA-CBM模型
系统架构 → 满足 → 需求,nummod->cpm->nn->nn->dobj->rcmod->dobj->dep->root->prep->pobj->rcmod->cpm->nn->nn,多(nummod) — 的(cpm) — 飞机(nn) — 电源(nn) — Agent(dobj) — 基于(rcmod) — 模型(dobj) — 提出(dep) — 为(root) — 针对(prep) — 需求(pobj) — 复杂(rcmod) — 的(cpm) — 飞机(nn) — 电源(nn),[多Agent飞机电源PHM系统架构] → [飞机电源PHM需求],15,飞机电源多Agent预测与健康管理系统研究,多Agent飞机电源PHM系统架构,飞机电源PHM需求
技术 → 用于构建 → 系统模型,nn->dobj->root->root->dep->dobj->rcmod->dobj->nummod,AUML(nn) — 技术(dobj) — 采用(root) — 为(root) — 提出(dep) — 模型(dobj) — 基于(rcmod) — Agent(dobj) — 多(nummod),[AUML技术] → [多Agent AEPHM系统模型],9,飞机电源多Agent预测与健康管理系统研究,AUML技术,多Agent AEPHM系统模型
图表 → 描述 → 活动,nn->pobj->prep->conj->root->root->dep->dobj->rcmod->dobj,AUML(nn) — 协议图(pobj) — 通过(prep) — 描述(conj) — 采用(root) — 为(root) — 提出(dep) — 模型(dobj) — 基于(rcmod) — Agent(dobj),[AUML协议图] → [Agent交互活动],10,飞机电源多Agent预测与健康管理系统研究,AUML协议图,Agent交互活动
