semantic_pattern,syntactic_key,display_path,count
算法 → 利用 → 技术,nn->nn->dobj->root->conj->dobj->nn,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 利用(conj) — 变换(dobj) — 矩阵(nn),1
算法 → 加速 → Performance Metric,punct->assm->nn->prnmod->assmod->dobj->root->root->dep->dobj->nn,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 导致(root) — 采用(dep) — 训练(dobj) — 模型(nn),1
算法 → 包含 → 算法层,nn->nsubj->vmod->dobj->root->root->conj->dobj,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 输出层(dobj),1
算法 → 包含 → 算法层,nn->nsubj->vmod->dobj->root->root->conj->dobj->conj,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 输出层(dobj) — 传播层(conj),1
算法 → 包含 → 算法层,nn->nsubj->vmod->dobj->root->root->conj->dobj->conj,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 输出层(dobj) — 指派层(conj),1
算法 → 包含 → 算法层,nn->nsubj->vmod->dobj->root->root->conj->dobj->conj,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 输出层(dobj) — 自注意力层(conj),1
算法 → 包含 → 算法层,nn->nsubj->vmod->dobj->root->root->conj->dobj->conj,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 输出层(dobj) — 输入层(conj),1
算法 → 在...上验证 → Dataset,punct->assm->nn->prnmod->assmod->dobj->root->root->nsubj->nn,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 具有(root) — 参数(nsubj) — 发动机(nn),1
算法 → 基于 → 技术,dvpm->dep->dvpmod->root->root->conj->dep->dobj->rcmod->dobj->nummod->clf->nn,地(dvpm) — 预测(dep) — 有效(dvpmod) — 具有(root) — 提出(root) — 为(conj) — 提出(dep) — 算法(dobj) — 基于(rcmod) — 搜索(dobj) — 多(nummod) — 层(clf) — 网格(nn),1
算法 → 基于 → 算法,nn->conj->nn->pobj->prep->root->root->conj->dep->nsubj->rcmod->pobj->amod->nn->nn,故障(nn) — 诊断(conj) — 管理(nn) — 研发(pobj) — 给(prep) — 提出(root) — 围绕(root) — 展开(conj) — 显示(dep) — 算法(nsubj) — 基于(rcmod) — 网络(pobj) — 深度(amod) — 学习(nn) — 神经(nn),1
算法 → 基于 → 算法,nn->conj->nn->pobj->prep->root->root->conj->dep->nsubj->rcmod->pobj->conj->amod->amod->nn,故障(nn) — 诊断(conj) — 管理(nn) — 研发(pobj) — 给(prep) — 提出(root) — 围绕(root) — 展开(conj) — 显示(dep) — 算法(nsubj) — 基于(rcmod) — 网络(pobj) — 滤波器(conj) — 非线性(amod) — 无迹(amod) — 卡尔曼(nn),1
算法 → 基于 → 算法,nn->nsubj->vmod->pobj->root->root->prep->plmod->lobj->assmod->prnmod,优化(nn) — 效率(nsubj) — 低(vmod) — 问题(pobj) — 针对(root) — 提出(root) — 在(prep) — 上(plmod) — 基础(lobj) — 算法(assmod) — LSTM(prnmod),1
算法 → 处理 → 数据,nn->pobj->prep->rcmod->dobj->root->root->conj->prep->pobj->rcmod->cpm->nn,Viterbi(nn) — 算法(pobj) — 和(prep) — 结合(rcmod) — 方法(dobj) — 提出(root) — 建立(root) — 解码(conj) — 对(prep) — 数据(pobj) — 采集(rcmod) — 的(cpm) — 观测(nn),1
算法 → 处理 → 数据,prnmod->assmod->lobj->plmod->prep->root->root->pobj->dep->lobj->nn->nn,LSTM(prnmod) — 算法(assmod) — 基础(lobj) — 上(plmod) — 在(prep) — 提出(root) — 针对(root) — 问题(pobj) — 中(dep) — 预测(lobj) — 发动机(nn) — 航空(nn),1
算法 → 存在问题 → 问题,nn->nn->nsubj->rcmod->nn->nsubj->advmod,梯度(nn) — 学习(nn) — 算法(nsubj) — 慢(rcmod) — 收敛(nn) — 速度(nsubj) — 较(advmod),1
算法 → 实现 → 方法,nn->nn->dobj->root->conj->conj->dobj->nn,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 利用(conj) — 实现(conj) — 求解(dobj) — 递推(nn),1
算法 → 对比 → 算法,nn->nn->dobj->rcmod->cpm,算法(nn) — SDQ(nn) — 模型(dobj) — 为(rcmod) — 的(cpm),1
算法 → 引入 → 技术,nn->nn->dobj->rcmod->dobj->nn,自(nn) — 训练(nn) — 权重(dobj) — 基于(rcmod) — 模型(dobj) — 注意力(nn),1
算法 → 形成 → Model,nn->nsubj->vmod->dobj->root->nsubj->nn,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 柱塞泵(nsubj) — 航空(nn),1
算法 → 执行 → 任务,prnmod->assmod->lobj->plmod->prep->root->root->pobj->dep->lobj,LSTM(prnmod) — 算法(assmod) — 基础(lobj) — 上(plmod) — 在(prep) — 提出(root) — 针对(root) — 问题(pobj) — 中(dep) — 预测(lobj),1
算法 → 提供 → 解决方案,punct->assm->nn->prnmod->assmod->dobj->root->root->dobj->amod->nn,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 提供(root) — 方案(dobj) — 有效(amod) — 解决(nn),1
算法 → 提供参考 → 应用,nn->nsubj->vmod->pobj->root->root->prep->pccomp->conj->dobj->nn->nn,优化(nn) — 效率(nsubj) — 低(vmod) — 问题(pobj) — 针对(root) — 提供(root) — 为(prep) — 保证(pccomp) — 制定(conj) — 策略(dobj) — 维修(nn) — 替换(nn),1
算法 → 提高 → Performance Metric,nn->nn->dobj->root->conj->conj->dobj->nn,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 利用(conj) — 提高(conj) — 效率(dobj) — 计算(nn),1
算法 → 提高 → Performance Metric,nn->nn->dobj->root->root->prep->pccomp->ccomp->dobj->punct->nn,SDQ(nn) — 算法(nn) — 模型(dobj) — 搭建(root) — 提出(root) — 为(prep) — 实现(pccomp) — 进行(ccomp) — 诊断(dobj) — 、(punct) — 故障(nn),1
算法 → 提高 → Performance Metric,nn->nn->dobj->root->root->prep->pccomp->ccomp->prep->pobj->nn,SDQ(nn) — 算法(nn) — 模型(dobj) — 搭建(root) — 提出(root) — 为(prep) — 实现(pccomp) — 进行(ccomp) — 对(prep) — 数据(pobj) — 传感器(nn),1
算法 → 提高 → Performance Metric,punct->assm->nn->prnmod->assmod->dobj->root->root->dobj->nn,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 提高(root) — 精度(dobj) — 预测(nn),1
算法 → 提高 → 指标,nn->nn->nn->dobj->root->conj->dobj->nn->nn->nn,神经(nn) — 网络(nn) — 补偿(nn) — 算法(dobj) — 加入(root) — 提高(conj) — 精度(dobj) — 卡尔曼(nn) — 滤波器(nn) — 估计(nn),1
算法 → 提高 → 评价指标,nn->nn->dobj->rcmod->dobj->root->root->dep->prnmod->punct->top,自(nn) — 训练(nn) — 权重(dobj) — 基于(rcmod) — 模型(dobj) — 提出(root) — 是(root) — 寿命(dep) — RUL(prnmod) — ）(punct) — 预测(top),1
算法 → 改善 → Performance Metric,punct->assm->nn->prnmod->assmod->dobj->root->root->ccomp->nsubj,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 表征(root) — 退行(ccomp) — 寿命(nsubj),1
算法 → 改善 → 属性,nn->nn->dobj->root->prep->pccomp->dobj,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 为(prep) — 改善(pccomp) — 稀疏性(dobj),1
算法 → 改进 → 模型组件,nn->dobj->root->dobj->amod->nn,免疫(nn) — 算法(dobj) — 采用(root) — 函数(dobj) — 隐含层(amod) — 激励(nn),1
算法 → 是 → 方法类别,nn->nn->cpm->rcmod->dobj->root->prep->pobj->nn->nn,卡尔曼(nn) — 滤波(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 研究(root) — 针对(prep) — 问题(pobj) — 参数(nn) — 估计(nn),1
算法 → 构建 → Model,amod->nn->pobj,遗传(amod) — 神经(nn) — 网络(pobj),1
算法 → 构建 → Model,nn->dobj->root->conj->dobj->nn->nn,免疫(nn) — 算法(dobj) — 采用(root) — 得到(conj) — 网络(dobj) — 免疫(nn) — 神经(nn),1
算法 → 求取 → 参数,nn->nn->cpm,卡尔曼(nn) — 滤波(nn) — 的(cpm),1
算法 → 滤除 → 问题,nn->dobj->root->root->pobj->rcmod->nsubj,Adaboosting(nn) — 算法(dobj) — 采用(root) — 针对(root) — 问题(pobj) — 面临(rcmod) — 预测(nsubj),1
算法 → 生成 → 数据分量,nn->dobj->conj->conj->dobj->conj->amod->nn,EMD(nn) — 算法(dobj) — 利用(conj) — 分解(conj) — 项(dobj) — 函数(conj) — 固有(amod) — 模态(nn),1
算法 → 生成 → 数据分量,nn->dobj->conj->conj->dobj->nn->prnmod->punct->cc->amod,EMD(nn) — 算法(dobj) — 利用(conj) — 分解(conj) — 项(dobj) — 函数(nn) — IMF(prnmod) — )(punct) — 和(cc) — 残余(amod),1
算法 → 用于 → 任务,nn->dobj->conj->root->conj->dobj->nn->nn,拉普拉斯(nn) — 算法(dobj) — 使用(conj) — 运用(root) — 进行(conj) — 预测(dobj) — 故障(nn) — 趋势(nn),1
算法 → 用于 → 任务,nn->nn->dobj->rcmod->dobj->root->prep->pccomp->dobj,LVQ(nn) — 神经(nn) — 网络(dobj) — 利用(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 导致(pccomp) — 故障(dobj),1
算法 → 用于 → 任务,nn->nn->dobj->rcmod->dobj->root->root->dobj,自(nn) — 训练(nn) — 权重(dobj) — 基于(rcmod) — 模型(dobj) — 提出(root) — 提取(root) — 特征(dobj),1
算法 → 用于 → 应用,rcmod->prep->nn->dobj->root->dep->prep->pobj->conj->nn->nn->nn,支持(rcmod) — 向量机(prep) — 回归(nn) — 算法(dobj) — 介绍(root) — 提供(dep) — 为(prep) — 预测(pobj) — 预测(conj) — 飞机(nn) — 部件(nn) — 故障数(nn),1
算法 → 用于 → 应用,rcmod->prep->nn->dobj->root->dep->prep->pobj->nn->conj,支持(rcmod) — 向量机(prep) — 回归(nn) — 算法(dobj) — 介绍(root) — 提供(dep) — 为(prep) — 预测(pobj) — 可靠性(nn) — 评估(conj),1
算法 → 用于 → 应用,rcmod->prep->nn->dobj->root->dep->prep->pobj->nn->nn,支持(rcmod) — 向量机(prep) — 回归(nn) — 算法(dobj) — 介绍(root) — 提供(dep) — 为(prep) — 预测(pobj) — 备件(nn) — 需求(nn),1
算法 → 用于 → 过程,amod->nn->pobj,遗传(amod) — 神经(nn) — 网络(pobj),1
算法 → 用于分类 → 状态,dep->pobj->prep->root->root->prep->pccomp->nsubj->nn->nn,K-means(dep) — 聚类(pobj) — 通过(prep) — 分类(root) — 众多(root) — 针对(prep) — 退化(pccomp) — 性能(nsubj) — 发动机(nn) — 航空(nn),1
算法 → 用于区分 → 状态,nsubj->dep->root->pccomp->dobj,聚类(nsubj) — K-means(dep) — 基于(root) — 区分(pccomp) — 工况(dobj),1
算法 → 用于处理 → 问题,nn->advmod->amod->nn->dobj->rcmod->ccomp->dobj->amod->nn->amod,序列(nn) — 最(advmod) — 小(amod) — 最优化(nn) — 算法(dobj) — 适用于(rcmod) — 处理(ccomp) — 规划(dobj) — 大(amod) — 规模(nn) — 二次(amod),1
算法 → 用于实现 → 任务,nn->nn->dobj->conj->root->root->dep->dobj->nn,神经(nn) — 网络(nn) — 算法(dobj) — 利用(conj) — 选取(root) — 收放(root) — 掌握(dep) — 状态(dobj) — 健康(nn),1
算法 → 用于建立 → 估计器,advmod->amod->nummod->nn->nn->nn->dobj->conj->dobj->assmod->punct,最(advmod) — 小(amod) — 二(nummod) — 乘(nn) — 支持(nn) — 向量(nn) — 回归机(dobj) — 运用(conj) — 估计器(dobj) — 理想(assmod) — )(punct),1
算法 → 用于更新 → 参数,nn->nn->dobj->root->root->dobj->vmod->cc->nsubj,强化(nn) — 学习(nn) — 算法(dobj) — 依托(root) — 存在(root) — 问题(dobj) — 完备(vmod) — 和(cc) — 模型(nsubj),1
算法 → 用于融合 → Model,amod->amod->dobj->dep->conj->prep->pobj->nn->nn,改进(amod) — 遗传(amod) — 算法(dobj) — 采用(dep) — 进行(conj) — 对(prep) — 组(pobj) — DBN(nn) — 模型(nn),1
算法 → 用于训练 → Model,nn->cpm->rcmod->dobj->conj->conj->dobj->amod->nn->nn,Levenberg-Marquart(nn) — 的(cpm) — 改进(rcmod) — 算法(dobj) — 利用(conj) — 构建(conj) — 模型(dobj) — 混沌(amod) — 神经(nn) — 网络(nn),1
算法 → 用于预测 → 预测目标,nn->nsubj->vmod->pobj->dep->lobj->nn->nn->amod->nn,优化(nn) — 效率(nsubj) — 低(vmod) — 问题(pobj) — 中(dep) — 预测(lobj) — 发动机(nn) — 航空(nn) — 剩余(amod) — 寿命(nn),1
算法 → 确定 → 参数,nn->nn->pobj->prep->root->root->prep->pccomp->dobj->rcmod->nsubj->nn,网格(nn) — 搜索(nn) — 算法(pobj) — 通过(prep) — 确定(root) — 提出(root) — 为(prep) — 解决(pccomp) — 问题(dobj) — 低(rcmod) — 维度(nsubj) — 参数(nn),1
算法 → 结合 → 方法,cpm->nn->conj->rcmod->dobj->root->root->dobj->nn->rcmod->pobj->cc->amod,的(cpm) — 故障(nn) — 预测(conj) — 先进(rcmod) — 系统(dobj) — 装备(root) — 分析(root) — 技术(dobj) — 算法(nn) — 基于(rcmod) — 物理(pobj) — 与(cc) — 失效(amod),1
算法 → 结合 → 方法,cpm->nn->conj->rcmod->dobj->root->root->dobj->nn->rcmod->pobj->conj->nn,的(cpm) — 故障(nn) — 预测(conj) — 先进(rcmod) — 系统(dobj) — 装备(root) — 分析(root) — 技术(dobj) — 算法(nn) — 基于(rcmod) — 物理(pobj) — 驱动(conj) — 数据(nn),1
算法 → 解决 → 问题,nn->nsubj->vmod->amod->nn->nn->nn,优化(nn) — 效率(nsubj) — 低(vmod) — 深度(amod) — 学习(nn) — 算法(nn) — 参数(nn),1
算法 → 解决 → 问题,nn->nsubj->vmod->conj->nn->nsubj,优化(nn) — 效率(nsubj) — 低(vmod) — 差(conj) — 预测(nn) — 准确率(nsubj),1
算法 → 解码 → 状态,nn->pobj->prep->rcmod->dobj->rcmod->pobj->nn,Viterbi(nn) — 算法(pobj) — 和(prep) — 结合(rcmod) — 方法(dobj) — 基于(rcmod) — 模型(pobj) — 状态(nn),1
算法 → 计算效率高于 → 算法,nn->nn->dobj->root->conj->ccomp->conj->prep->pobj->rcmod->prep->pobj,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 表明(conj) — 改善(ccomp) — 有(conj) — 较(prep) — 算法(pobj) — 分解(rcmod) — 基于(prep) — Cholesky(pobj),1
算法 → 适用于 → Model,nn->nn->dobj->root->prep->pccomp->dobj->rcmod->advmod->nn->assmod,剪样(nn) — 训练(nn) — 算法(dobj) — 提出(root) — 为(prep) — 改善(pccomp) — 稀疏性(dobj) — 支持(rcmod) — 直接(advmod) — 向量(nn) — 回归机(assmod),1
飞机 → 具有 → 架构,nummod->nsubj->nn,多(nummod) — 飞机(nsubj) — 电(nn),1
算法 → 采用 → 技术,cpm->nn->rcmod->dobj->root->root->dep->dobj->rcmod->pobj->amod,的(cpm) — 故障(nn) — 先进(rcmod) — 系统(dobj) — 装备(root) — 入手(root) — 介绍(dep) — 规范(dobj) — 基于(rcmod) — 开放式(pobj) — 分层(amod),1
算法 → 采用 → 技术,cpm->nn->rcmod->dobj->root->root->dobj->nn->rcmod->dep->advmod->dep,的(cpm) — 故障(nn) — 先进(rcmod) — 系统(dobj) — 装备(root) — 分析(root) — 技术(dobj) — 算法(nn) — 聚类(rcmod) — 增强(dep) — 交叉(advmod) — 校核(dep),1
算法 → 采用 → 技术,nn->nsubj->vmod->dobj->root->root->conj->conj->dobj->nn,故障(nn) — 频率(nsubj) — 高(vmod) — 问题(dobj) — 存在(root) — 建立(root) — 包含(conj) — 采用(conj) — 机制(dobj) — 注意力(nn),1
算法 → 采用 → 方法,amod->nn->pobj->assmod->dobj->root->root->dobj->conj->nn->nn,遗传(amod) — 神经(nn) — 网络(pobj) — 基于(assmod) — 研究(dobj) — 开展(root) — 采用(root) — 变异率(dobj) — 方式(conj) — 实数(nn) — 编码(nn),1
算法 → 针对 → 研究对象,nn->nn->dobj->root->root->prep->pccomp->ccomp->prep->pobj->nn,SDQ(nn) — 算法(nn) — 模型(dobj) — 搭建(root) — 提出(root) — 为(prep) — 实现(pccomp) — 进行(ccomp) — 对(prep) — 数据(pobj) — 发动机(nn),1
算法 → 降低 → Performance Metric,punct->assm->nn->prnmod->assmod->dobj->root->root->ccomp->nsubj,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 表征(root) — 退行(ccomp) — 寿命(nsubj),1
算法 → 降低 → Performance Metric,punct->assm->nn->prnmod->assmod->dobj->root->root->dobj->nn,）(punct) — 的(assm) — 自注意力(nn) — unit(prnmod) — 单元(assmod) — 算法(dobj) — 提出(root) — 提高(root) — 精度(dobj) — 预测(nn),1
飞机 → 对...有要求 → 动力系统,ordmod->clf->assmod->dobj->assmod->pobj,第四(ordmod) — 代(clf) — 战斗机(assmod) — 要求(dobj) — 对(assmod) — 发动机(pobj),1
算法 → 预测 → 数据,nn->nn->pobj->rcmod->dobj->root->conj->conj->dobj,小波(nn) — 神经(nn) — 网络(pobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 分为(conj) — 计算(conj) — 残差(dobj),1
算法 → 验证 → 性能,dvpm->dep->dvpmod->root->root->conj->ccomp->dobj->rcmod->cpm,地(dvpm) — 预测(dep) — 有效(dvpmod) — 具有(root) — 提出(root) — 验证(conj) — 具有(ccomp) — 准确性(dobj) — 高(rcmod) — 的(cpm),1
管理 → 简称 → 缩写,nn->assmod->dobj->root->root->dobj->assmod->prnmod,管理(nn) — 平台(assmod) — 功能(dobj) — 确立(root) — 衡量(root) — 匹配度(dobj) — 管理(assmod) — PLM(prnmod),1
管理方法 → 保证 → 目标,nn->dobj->top->root->attr->rcmod->dobj,健康(nn) — 管理(dobj) — 实施(top) — 是(root) — 手段(attr) — 保证(rcmod) — 经济(dobj),1
管理方法 → 保证 → 目标,nn->dobj->top->root->attr->rcmod->dobj->nn->conj,健康(nn) — 管理(dobj) — 实施(top) — 是(root) — 手段(attr) — 保证(rcmod) — 经济(dobj) — 飞行(nn) — 安全(conj),1
管理方法 → 减少 → 成本,amod->nn->nn->top->root->conj->dep->conj->conj->dobj->nn,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 实现(conj) — 减少(conj) — 费用(dobj) — 保障(nn),1
管理方法 → 减少 → 成本,amod->nn->nn->top->root->conj->dep->conj->conj->dobj->nn->conj,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 实现(conj) — 减少(conj) — 费用(dobj) — 维修(nn) — 人力(conj),1
管理方法 → 实现 → 功能,amod->nn->nn->top->root->conj->dep->conj->dobj->conj->nn->amod,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 扩充(conj) — 重组(dobj) — 重构(conj) — 系统(nn) — 自主(amod),1
管理方法 → 实现 → 功能,amod->nn->nn->top->root->conj->dep->conj->dobj->nn->nn,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 扩充(conj) — 重组(dobj) — 系统(nn) — 资源(nn),1
管理方法 → 实现 → 目标,amod->nn->nn->top->root->conj->dep->conj->dobj->nn->nn,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 实现(conj) — 目标(dobj) — 系统(nn) — 任务(nn),1
管理方法 → 应用于 → 设备,nn->top->root->root->prep->pobj->assmod->plmod->lobj->amod,健康(nn) — 管理(top) — 是(root) — 进行(root) — 对(prep) — 应用(pobj) — 在(assmod) — 中(plmod) — 雷达(lobj) — 机载(amod),1
管理方法 → 演变自 → 技术,amod->nn->nn->top->root->conj->prep->pobj->nn->prnmod->punct,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 由(prep) — 技术(pobj) — 重构(nn) — FDIR(prnmod) — )(punct),1
管理方法 → 综合应用 → 技术,amod->nn->nn->top->root->attr->assmod->amod->conj,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 应用(attr) — 技术(assmod) — 人工(amod) — 智能(conj),1
管理方法 → 综合应用 → 技术,amod->nn->nn->top->root->attr->assmod->nn,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 应用(attr) — 技术(assmod) — 信息(nn),1
管理方法 → 综合应用 → 技术,amod->nn->nn->top->root->attr->assmod->nn->conj,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 应用(attr) — 技术(assmod) — 测试(nn) — 技术(conj),1
管理方法 → 运用 → 技术,amod->nn->nn->top->root->conj->dep->dobj->rcmod->cpm->nn,复杂(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 演变(conj) — 运用(dep) — 技术(dobj) — 先进(rcmod) — 的(cpm) — 推理(nn),1
飞机 → 提高 → Performance Metric,nummod->nn->nsubj->root->root->dobj,多(nummod) — 电(nn) — 飞机(nsubj) — 统一(root) — 提高(root) — 维护性(dobj),1
系统 → 优化 → 属性,nn->nn->nn->dobj->ccomp->root->dep->dep->prep->pobj->rcmod->dobj->nn->amod->nn,飞机(nn) — 健康(nn) — 管理(nn) — 系统(dobj) — 研究(ccomp) — 在(root) — 使(dep) — 减少(dep) — 在(prep) — 同时(pobj) — 优化(rcmod) — 寿命(dobj) — 飞机(nn) — 关键(amod) — 部件(nn),1
系统 → 作为子系统集成于 → 系统,nn->nn->nn->nn->nn->dobj->root->prep->pobj->assmod->nn,民航(nn) — 发动机(nn) — 拆发(nn) — 日期(nn) — 预测(nn) — 系统(dobj) — 开发(root) — 针对(prep) — 需求(pobj) — 大修(assmod) — 发动机(nn),1
系统 → 供给 → 设备,nn->nn->top->root->attr->assmod->nn,飞机(nn) — 电源(nn) — 系统(top) — 是(root) — 来源(attr) — 设备(assmod) — 用电(nn),1
系统 → 依赖 → 关键技术,nn->nn->dobj->nn,管理(nn) — 健康(nn) — 架构(dobj) — 系统(nn),1
系统 → 依赖 → 关键技术,nn->nn->nn->dobj->conj->root->conj->dobj->nn->cc->nn,管理(nn) — 系统(nn) — 健康(nn) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 与(cc) — 维修(nn),1
系统 → 依赖 → 关键技术,nn->nn->nn->dobj->conj->root->conj->dobj->nn->conj->amod,管理(nn) — 系统(nn) — 健康(nn) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 监控(conj) — 实时(amod),1
系统 → 依赖 → 关键技术,nn->nn->nn->dobj->conj->root->conj->dobj->nn->conj->cc,管理(nn) — 系统(nn) — 健康(nn) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 预测(conj) — 和(cc),1
系统 → 依赖 → 关键技术,nn->nn->nn->dobj->conj->root->conj->dobj->nn->conj->nn->conj,管理(nn) — 系统(nn) — 健康(nn) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 预测(conj) — 趋势(nn) — 分析(conj),1
系统 → 依赖 → 关键技术,nn->nn->nn->dobj->conj->root->conj->dobj->nn->nn->conj,管理(nn) — 系统(nn) — 健康(nn) — 架构(dobj) — 介绍(conj) — 总结(root) — 划分(conj) — 模块(dobj) — 决策(nn) — 故障(nn) — 诊断(conj),1
系统 → 保障 → 性能,nn->nn->top->root->attr->rcmod->dobj->amod->nn,航空(nn) — 电子(nn) — 系统(top) — 是(root) — 之一(attr) — 保障(rcmod) — 性能(dobj) — 现代(amod) — 飞机(nn),1
系统 → 具有 → 体系,punct->prnmod->punct->top->nn->ccomp->dep->root->root->dep->dobj->nn,((punct) — PHM(prnmod) — )(punct) — 系统(top) — 管理(nn) — 是(ccomp) — 表明(dep) — 简述(root) — 阐述(root) — 梳理(dep) — 体系(dobj) — 指标(nn),1
系统 → 具有 → 属性,assmod->assm->dobj,系统(assmod) — 的(assm) — 需求(dobj),1
系统 → 具有 → 属性,assmod->dobj->root->root->dobj->assmod->assm->nn,系统(assmod) — 需求(dobj) — 面对(root) — 结合(root) — 成果(dobj) — 院所(assmod) — 的(assm) — 研究(nn),1
系统 → 具有 → 属性,assmod->dobj->root->root->dobj->assmod->assm->nn,系统(assmod) — 需求(dobj) — 面对(root) — 结合(root) — 特点(dobj) — 系统(assmod) — 的(assm) — 技术(nn),1
系统 → 具有 → 属性,assmod->dobj->root->root->dobj->assmod->nn->conj->nn,系统(assmod) — 需求(dobj) — 面对(root) — 总结(root) — 内容(dobj) — 方面(assmod) — 流程(nn) — 特征(conj) — 功能(nn),1
系统 → 具有 → 属性,clf->nn->nn->nn->nn->assmod->dobj->nn,代(clf) — 战斗机(nn) — 发动机(nn) — 健康(nn) — 管理(nn) — 系统(assmod) — 特点(dobj) — 技术(nn),1
飞机 → 提高 → Performance Metric,nummod->nn->nsubj->root->root->dobj->conj,多(nummod) — 电(nn) — 飞机(nsubj) — 统一(root) — 提高(root) — 维护性(dobj) — 可靠性(conj),1
系统 → 具有 → 属性,nn->nn->top->root->root->dobj->nn,飞机(nn) — 电源(nn) — 系统(top) — 是(root) — 总结(root) — 原因(dobj) — 失效(nn),1
系统 → 具有 → 属性,nn->nn->top->root->root->dobj->nn,飞机(nn) — 电源(nn) — 系统(top) — 是(root) — 提出(root) — 架构(dobj) — 设计(nn),1
系统 → 具有 → 故障类型,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->conj->nn->nsubj,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 耗时(conj) — 襟翼(nn) — 动作(nsubj),1
系统 → 具有 → 故障类型,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->conj->nn->nsubj->neg,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 一致(conj) — 升降舵(nn) — 指示(nsubj) — 不(neg),1
系统 → 具有 → 故障类型,nn->nn->nn->pobj->assmod->dobj->pccomp->prep->root->root->dep->ccomp->nn->nn,飞行(nn) — 控制(nn) — 系统(nn) — 分析(pobj) — 对(assmod) — 现状(dobj) — 梳理(pccomp) — 为(prep) — 总结(root) — 得出(root) — 包括(dep) — 泄漏(ccomp) — 方向舵(nn) — 液压(nn),1
系统 → 具有 → 概念,nn->nn->nn->nn->nn->conj->dobj->conj->root->dobj,航空(nn) — 发动机(nn) — 预测(nn) — 健康(nn) — 管理(nn) — 系统(conj) — 方案(dobj) — 设计(conj) — 介绍(root) — 功能(dobj),1
